,depth,element,height,parentNode,text,width,x,xpath,y,attributes.charset,attributes.content,attributes.name,attributes.itemprop,attributes.class,attributes.href,attributes.aria-label,attributes.fill,attributes.height,attributes.stroke,attributes.stroke-width,attributes.viewBox,attributes.width,attributes.id,attributes.type,attributes.value,attributes.autocapitalize,attributes.autocomplete,attributes.spellcheck,attributes.role,attributes.style,attributes.tabindex,attributes.seo-pixel,attributes.aria-expanded,attributes.data-ved,attributes.xmlns,price,attributes.aria-hidden,attributes.alt,attributes.data-deferred,attributes.src,attributes.focusable
307,10,IMG,67,DIV,,120.0,680.0,//*[@id='dimg_3'],-485.0,,,,,h1hFNe,,,,,,,,,dimg_3,,,,,,,width:120px;height:67px,,,,,,,,Video for rear windshield wipers,1,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAEMAeAMBIgACEQEDEQH/xAAbAAACAgMBAAAAAAAAAAAAAAAFBgAEAgMHAf/EADcQAAEDAwIFAgUCBQMFAAAAAAECAwQABRESIQYTMUFRImEUMnGBkQehI0JSwfBDcuEkkqKx0f/EABkBAAMBAQEAAAAAAAAAAAAAAAABAgMFBP/EACkRAAICAQMCAwkAAAAAAAAAAAABAhEhAwQSIpExMoETFCVhcaHB0eH/2gAMAwEAAhEDEQA/AFbh3gizTeEWb5cVXh1a3lNFqA2latiQDpIz2rTxF+m8iLxE3brFI57TkX4pSpKg2Y6M4JcPTGe+PO21S1ceCy8IxLVbkvJnR5nODgUnlrRqJKTvnB6EYogr9RbS3xVMukWJNTFuUQMS0lSA4hY2C0bkHbscea4nxCOrOSyuql2r7G3Q0hUl8EXhiXAZbMSS3cCoR5MeQlTKin5hr7Ywevg17c+Bbrb4zclLsGXGVIEdTsSQHEtuH+VXg/54pjkce2VU+zodi3C4QYTi3HjOKCpailQTpbHoGCrP2H1rfcP1Bsku0SYBauqyZaJLDi0spwQQdJCcAJGPcnyK19vvU49H17/oXGGcinxLwTduGoqJFz+HCVu8pKW3dSjtnVjxsfxR6wcBQ73w3Z7jGfkc+RcBGmo1J0toyrJTt1xpO/mgXHF+Y4j4lkXWKl1thYbSlt7GoYSAemdsgn70b/T/AI9j8LWefClxnnVOuc6OpvSQlenBzk+yenvV6z3nusZR8+Mfj0FHjy+QRuH6cWuCq+PGZLVCgwG5UZYUjLpUF7E6cYyjt5oRI4KelDh1m0xQzKuENT6lPSQpLmEpOQMenr03rfcuP4839PGeHkxpCZobbZce20FCFZGN89AO3mjvBfFEG7cQ8KxW0uMm2291h1bxSEqVoSNt+np74ry899pabnLNX2UcP1ZVQboT7jwZe7a1Glclp9uS8I4THeDim3TsEKx0Vnbxmt9y4MvFvhSZL3wb5hgKlsxpKXHI4PTWkf2z56UVn8b2yzwm4HD8KTrF0E6QZTiVJJSflSR2OkDJA2Hk5rdff1Btc2Dc0xRdedcGigNOuISyxkYONHqV16Gt46+9fHpx/V2xYuMBfvfBt6s1pcuVw+GRGCU6dLuVL1DbAx2yM12Z3i1u3THoTyDlk6Dg9feuJ8fcSx+I58F+G2+03HhIYUl4AZUCrJGCdtx+K6FxPY7ze+I25FnhPPNyorLynR6W0kpAOVHAByDtnNdDavVenet5jOdXgdI/GsF51ttx3lJUQkqV/KD3rQ7dYl0uxgs3Boo9Wh1JylWBmubcUWK4cNBn4uRHe5qTqLCioNq/pOQP296r3C7N82BOg25yGhLIa1qWFJeUgAKUMJAzuM9eua9Kq8k5OmzLc01GLxmIUQrBSBj758V5SHO4huM9sJlzHXkDcJUdqlVwixliTw1YLjNkFuJIalrQFNxBLisBZPRKEhsjcEYG2fvXPgykjIbH/bTw85wpFwu2vOxZSN2pRvSCtBxts2lXt0x9RQy2zrTbkyC/JtM5bxQQt9h5zQQSTj0fzZwabaJSFlMZG69Iwn2FVlaFZ0pTt7UxTZFlll4i5Ijl1SlaWYTgQnJzhIxsB4qqxw4Jqgm03WDNWo4DPMLLh+iXAnV9s1myjTGjxZsSJDSY7LnxC1PyndilBCQMgDOlOFE4z1ztR62WJCIV2iOJt8xh2NIdiTGsKUtTBT07pSck7gE48dV0xn7bOcanMOR3QhaVIcbIIJSQAfzTFA4sajCU0za48eMqLIbjNoK3FMrcCQTqUrcZTvt32oVUUhclRoaBGLDwc1NJU5/Dxy190++PNZRozTr7bXKbOpYT8oPWs37bJZixn3EaWn0lTSgsHIGPfb70YsdmllbM1behlgh3UvbWE74H1x1qVRpqJ0rVB/8AVq3xnuJITEOG22XI7Z0R2gConVsAB16VasXBDE63Rnhb2EoKAS7IUvT9cAjP2FOz78aGI100IXIkRkFEhYGoAAbDxg7Up3DitxKSytStLZ04CsZHb9v3qjAO27gvhSLhT0CJNmJ+VHLSEZ8aAckf7sj2Fbbxfpikrjx3IzSG8BaQ4AGwU6hsNugP0wc4G9c7k8UqM4nmqhxl41hnKjtnG5PU59hnBxsKHyrryZKJDbDjNudTylKWv+I4k4UFHTvnUAcjG2B5poMl2/zVPSQxJcd/6hOhxt9Ohba8+klOTjsRn37VQiN3S48P3CMl6ImDayH1suNoS6pSyQdCtOSfTvlXQAb4AoMZFwvK0RYjHpynSwwnAGBgb+w96sKhumSpMpsB0YzvkZ85HmkxosQllxlPXPQ1K3Qm+WrSO52qU1Oh0Mo4Oi9G7Yyr3SrP96ryOEoqU+u3qT/tUsf3pRZmykKy3IcSfZW9F4fFd3iH0ylLT/S4NQ/ekSYzOEo6j/Bcdjk+fUP33/egcyzToQUpbRfZzp5jW4H1B3FPkPiuHOwi6RksrP8Aqt9D9RV1pmK4p1pxw8p9IKXUnpg5OPtmgBNs9yuz0EoVDF4trOymZLZXyvZJzqT9EnFEbdD4bumom1XeGrzz0ltPtuAT9BvRuTIhWK/TYEJeuJIabeYXnOTjCh+RQKdeRrVgn7mgA9bLHZ4afjFsucvWUs4TzXHFjBwOySAQd/O2d8WZN1RGhPW+dzWXXVZSyhslxQITjO+Me3XY+aULdxA43N5XO0If9AOAQhW4SrB8E799JUO9a7lxDMaC3ITzkTnpU28lpRJIJyQpw7k+e+5GcU8Dbk/Fjnw7dWbzwtNscl1KJ8JXOhlZxnJwU/TJ/wDIHtSLxHNiiSBBecXoy24HEFJ1JURnB89cds460JgsTpcxDcRRbcc9GrUUjfyRTbY+EIZhSJ851Tq4anUrjJSAhRbzkFROSCAOgGx+tZymom+jt5avgI6i6+r+Hkq6/imLhSLGvV5RCuwW4kpKUEuHIUoEAk+yik46dt6JcV2Nm3zGnojRaYkRUyEt9NAOSB9un2pWgXA226JlhOdIIwNj/nSmnasXBKfFszgXR22PlsoUFJUQtI2V0wR+M0Zt62GIjHw7gW4hzV6myABt1Ch3OfIoZcbzElXZc5mGsNur5rjRUE+o7kA74Ge9Wod4mS3zHs9ngh1Q2SlpchYHk61FIHvgCmzLwDxddnTFSnQ2lSsehpsISMDAAA9q9pSud5vCHPh50yQ0pH+i1hpH4RgVKlxHY08XcKqtR+Mt551vcJ0qxuj2Pv8A50pWbUnbJBzXR7LeQzmHMAXFc9JSvpjsD/Y9RQHivhVUd74u2vJEJw7q05KD1xt3/wDfbuBZItHp0ORVyJcXWWSgOfKdSQD0qkmPC+Z6XKf9kDQmsVKQkjlggDtSAwucxZcQ6hRBQSUfQ9RVCTMU4QU9O9eS1HVjO2cjfpVZplawoNDUobkDxRYUZlzPVX4raJXrUtZK1FRVlRzuev7mqehfdBr0pWOwoGGIVxU0826PmQrUD710m2XbhC4ATLlGlplE6nmG5ISw+oYwVAqHjx+a48lRHkVuS8R1P70mkzSGrOCqLH/j3ipu8THi0UKU5hJKPlbQOiU+fr3z2pAkKJXWXNyMbfmtL2SrIpmZsYjPuMl1CTyx1cUQlOfGo7Z9qcbHd0W3h34CCnkyJLmubKSfWpPZAPj/AJ8mk/STGbye5yKsvNqYbYCHkuhxIOUBWM/04IG46HGR70WNRtWG7zLM5tLCgjkp2bOlJ0nGfm69O/SvaBuPNsgtucx1WPl5npRnqKlBI+LJChg9f/tMfCq1SIzkd862S6hsoI/lUNx/nTtUqUwObXtptm7uIaSEpJ6CqCTmpUpAU5wGqtY2mKA2wO1SpQMyWSe9alKPmpUoA8UBWBNSpQB4K2AA1KlAF6Ey264lLicgdN61S3FNOKbaOhOP5du/mpUpAV3yUr0p2GTUqVKYH//Z",
308,9,DIV,67,DIV.lcJF1d.Q6Xouf.G6SP0b.eeoFaf,,120.0,680.0,//*[@id='main']/div[10]/div/div[2]/a/div/div[2],-485.0,,,,,S9HcI oz9fhd,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,9,DIV,67,DIV.lcJF1d.Q6Xouf.G6SP0b.eeoFaf,,120.0,680.0,//*[@id='main']/div[10]/div/div[2]/a/div/div[3],-485.0,,,,,S9HcI UhWgBb,,,,,,,,,,,,,,,,background-size:36px,,,,,,,,,,,
310,7,DIV,88,DIV.kCrYT,"Dec 18, 2019 · In this video, I show you how to use a rear windshield wiper on a car. Many cars and SUVs are ...Duration: 3:08Posted: Dec 18, 2019",620.0,180.0,//*[@id='main']/div[10]/div/div[2]/div[1],-485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,8,DIV,88,DIV,"Dec 18, 2019 · In this video, I show you how to use a rear windshield wiper on a car. Many cars and SUVs are ...Duration: 3:08Posted: Dec 18, 2019",620.0,180.0,//*[@id='main']/div[10]/div/div[2]/div[1]/div,-485.0,,,,,BNeawe s3v9rd AP7Wnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,9,DIV,88,DIV.BNeawe.s3v9rd.AP7Wnd,"Dec 18, 2019 · In this video, I show you how to use a rear windshield wiper on a car. Many cars and SUVs are ...Duration: 3:08Posted: Dec 18, 2019",620.0,180.0,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div,-485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,10,DIV,88,DIV,"Dec 18, 2019 · In this video, I show you how to use a rear windshield wiper on a car. Many cars and SUVs are ...Duration: 3:08Posted: Dec 18, 2019",620.0,180.0,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div/div,-485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,11,DIV,88,DIV,"Dec 18, 2019 · In this video, I show you how to use a rear windshield wiper on a car. Many cars and SUVs are ...Duration: 3:08Posted: Dec 18, 2019",620.0,180.0,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div/div/div,-485.0,,,,,BNeawe s3v9rd AP7Wnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,12,SPAN,16,DIV.BNeawe.s3v9rd.AP7Wnd,"Dec 18, 2019",83.296875,180.0,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div/div/div/span[1],-482.0,,,,,xUrNXd UMOHqf,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,12,SPAN,16,DIV.BNeawe.s3v9rd.AP7Wnd,·,11.671875,263.296875,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div/div/div/span[2],-482.0,,,,,xUrNXd UMOHqf,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,12,BR,16,DIV.BNeawe.s3v9rd.AP7Wnd,,0.0,389.3125,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div/div/div/br[1],-460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,12,SPAN,16,DIV.BNeawe.s3v9rd.AP7Wnd,3:08,27.25,240.703125,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div/div/div/span[3],-438.0,,,,,xUrNXd UMOHqf,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,12,BR,16,DIV.BNeawe.s3v9rd.AP7Wnd,,0.0,267.953125,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div/div/div/br[2],-438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,12,SPAN,16,DIV.BNeawe.s3v9rd.AP7Wnd,"Dec 18, 2019",83.296875,231.375,//*[@id='main']/div[10]/div/div[2]/div[1]/div/div/div/div/span[4],-416.0,,,,,xUrNXd UMOHqf,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,7,DIV,0,DIV.kCrYT,,620.0,180.0,//*[@id='main']/div[10]/div/div[2]/div[2],-397.0,,,,,rl7ilb,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,4,DIV,162,DIV#main,"How To Easily Install A Rear Windshield Wiper Blade - YouTubewww.youtube.com › watchApr 13, 2020 · Showing you how to easily and quickly replace and install a rear windshield wiper blade on ...Duration: 0:57Posted: Apr 13, 2020",652.0,164.0,//*[@id='main']/div[11],-379.0,,,,,,,,,,,,,,,,,,,,,,,"[x:164,y:1353,w:652,h:162]",,,,,,,,,
323,5,DIV,162,DIV,"How To Easily Install A Rear Windshield Wiper Blade - YouTubewww.youtube.com › watchApr 13, 2020 · Showing you how to easily and quickly replace and install a rear windshield wiper blade on ...Duration: 0:57Posted: Apr 13, 2020",652.0,164.0,//*[@id='main']/div[11]/div,-379.0,,,,,ZINbbc luh4tb xpd O9g5cc uUPGi,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,6,DIV,72,DIV.ZINbbc.luh4tb.xpd.O9g5cc.uUPGi,How To Easily Install A Rear Windshield Wiper Blade - YouTubewww.youtube.com › watch,652.0,164.0,//*[@id='main']/div[11]/div/div[1],-379.0,,,,,egMi0 kCrYT,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,7,A,48,DIV.egMi0.kCrYT,How To Easily Install A Rear Windshield Wiper Blade - YouTubewww.youtube.com › watch,620.0,180.0,//*[@id='main']/div[11]/div/div[1]/a,-367.0,,,,,,/url?esrc=s&q=&rct=j&sa=U&url=https://www.youtube.com/watch%3Fv%3DX4h2QfN-pUI&ved=2ahUKEwiA_caBzP73AhXNWM0KHVtuAxgQtwJ6BAgBEAE&usg=AOvVaw0ZL-PnqlIMBrXf_ciItrTq,,,,,,,,,,,,,,,,,,,,,,,,,,
326,8,H3,26,A,How To Easily Install A Rear Windshield Wiper Blade - YouTube,620.0,180.0,//*[@id='main']/div[11]/div/div[1]/a/h3,-367.0,,,,,zBAuLc l97dzf,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,9,DIV,26,H3.zBAuLc.l97dzf,How To Easily Install A Rear Windshield Wiper Blade - YouTube,620.0,180.0,//*[@id='main']/div[11]/div/div[1]/a/h3/div,-367.0,,,,,BNeawe vvjwJb AP7Wnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,8,DIV,22,A,www.youtube.com › watch,620.0,180.0,//*[@id='main']/div[11]/div/div[1]/a/div,-341.0,,,,,BNeawe UPmit AP7Wnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,6,DIV,112,DIV.ZINbbc.luh4tb.xpd.O9g5cc.uUPGi,"Apr 13, 2020 · Showing you how to easily and quickly replace and install a rear windshield wiper blade on ...Duration: 0:57Posted: Apr 13, 2020",652.0,164.0,//*[@id='main']/div[11]/div/div[2],-329.0,,,,,kCrYT,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,7,A,0,DIV.kCrYT,,0.0,180.0,//*[@id='main']/div[11]/div/div[2]/a,-317.0,,,,,,/url?esrc=s&q=&rct=j&sa=U&url=https://www.youtube.com/watch%3Fv%3DX4h2QfN-pUI&ved=2ahUKEwiA_caBzP73AhXNWM0KHVtuAxgQuAJ6BAgBEAI&usg=AOvVaw2Sk9aXlB5PK4QCEKPSpvf7,,,,,,,,,,,,,,,,,,,,,,,,,,
331,8,DIV,67,A,,120.0,680.0,//*[@id='main']/div[11]/div/div[2]/a/div,-317.0,,,,,lcJF1d Q6Xouf G6SP0b eeoFaf,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,9,DIV,67,DIV.lcJF1d.Q6Xouf.G6SP0b.eeoFaf,,120.0,680.0,//*[@id='main']/div[11]/div/div[2]/a/div/div[1],-317.0,,,,,,,,,,,,,,,,,,,,,width:120px;height:67px;position:static,,,,,,,,,,,
333,10,IMG,67,DIV,,120.0,680.0,//*[@id='dimg_1'],-317.0,,,,,h1hFNe,,,,,,,,,dimg_1,,,,,,,width:120px;height:67px,,,,,,,,Video for rear windshield wipers,1,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBwgHBgkIBwgKCgkLDRYPDQwMDRsUFRAWIB0iIiAdHx8kKDQsJCYxJx8fLT0tMTU3Ojo6Iys/RD84QzQ5OjcBCgoKDQwNGg8PGjclHyU3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3Nzc3N//AABEIAEMAeAMBIgACEQEDEQH/xAAbAAABBQEBAAAAAAAAAAAAAAAAAQMFBgcCBP/EAD8QAAEDAgMEBwQIAwkAAAAAAAEAAgMEEQUSIQYTMUEHQlFhcYGRIjKx0hQjM0NywcLRF2LwFRZEUlODkqGj/8QAGAEBAQEBAQAAAAAAAAAAAAAAAAEEAgP/xAAfEQEAAgMBAAIDAAAAAAAAAAAAARECAxIhIjEEE1H/2gAMAwEAAhEDEQA/AMzqcarpQfrd2LH2WaD9+aiZJHSOLnkk95XTnaEX5fsmn6uyjiVXHoDyXX5K4bMYlHJSNongNljuRws4EqnAFps4EELpjnNIcwkHkWnVKW2l70jiUocTyVCZXV8bADUSW5DPc+i90mM1Dsu5lkj7db39Ut0ubWOIJzcF0+I3sAFAx4tLBRNE0jTIeL81yPyXUW0AaLvkjlN/ecQLeiCdjidexPFOuiA6vOygG7SNvdxi0P8AmSybQPd9YyNoF+sSdNFROAFnUv4p1rr/AHf/AGqt/eeRxsHMHi0r0RbSs++3ZHaHWt6qCxAjN7ptbiuMSgNRRTwxkBz43BpdwBI0UQdo6NrC4h2gJtmaqhimLVmI5nVM53bj7MLDZoHgOPmgaJyPewizmkgjvHFC87XDdHXVCUlmXtyuc09U2U5shhtHitXVQ1muSLeMBeW8HAH4qGgpp6sv3DQ4t1dd4bx8T3Kw7I73BcSNZVQRyRmFzA1szL3JHf3L01THUW89kTzNLjgux2ztTHJvKd9TI3KS0VL2Pa09YAcfBejFujnDYgZ8LpJHwj3T9Ic7y48VGw7ZRXa+Wie2SMjdlhbYDvFxfj5KQp9uaQhweMQjD7FxjMV7gW5u4eXYvXGcdez+w5znLbr+uZVqTZ+hM+5dTSF7bkgyuBFuKZmwOghBLWyNI4gym3NWuTaLApanfkVm8tbM/dC/LgHKJrqnD63ebuQRSEkkutY317e5as8/x8sZ8iGTDD8jHKLmZh4Y8Goayoc580jXEF5Jdb8uHirTgvRrgOIYbHUz1mIiRzpNYZY8lmuI09g9irUIbG4ltVSm7cvvns8FeNmNsMOwfBIaGcGSSNzyXMcLauJ5+Kz7o1RhHH21av29fJ5arow2fpRCTW4w7fGw+si0/wDNcN2CwIta0VOLFryRcPiLhpwsGcddRy5qYrdvaCcN3L54CGuHsPbqSLA+SZbt3TCdshmqHNH3ZlaGnS3jbT1JWKYm/G7HLCI9hFM6OMAc5rfpuKe03Nna+FzRo88Qy3UPqFVW4dFhhmha0sq3ta1tQHhzocwFy3T3iDa/EcrFaBXdINJLR1EUUID5I3Na502gJBAOgVEdVb2aSaaamllfa7nciCNRpodLea06IwiJ7Zt8zllHHkK3X4U2jvHA4vaLguIsolwOtgB5q3Yxh0lTSGSkeJHjixrtT29noqgQQ4tIcHA2IOhBXGznr4pjdenIvaYQHDzQmgCOF0LilWlmwO1jJMw2eqHC/B4Y4emZB2H2s6uB1AHYBGPzW7XCW656d0wU7CbWHjgtX/zZ8yci6P8AacuzOwacEcBnj+Zbvf8AqyAfNOpWmH/w/wBo3ccGf5yR/Mlb0c7QnUYTr3zRj9S3IO7glvfkp1JTE2dHG0Q/wEbfGoj+ZOjo22gdxpaYeM7FtF0XParclMaHRlj3+jRt8Zx+ycb0ZY/zdQt8Zz8q2JFrqdSUyIdGONu9+fDx/uO/Ji6/hbifXraDyLz+lay57WktLgCOVx/XlxXjOIRvfKyBj5nRWDw0Wt62S5GS1Gx+KbOwunkrIZo26hsea49RqFxS7P0m09fFetFDNLo5263gc7kCMwse9aVWVNNicM9O3MJWC0kUjcrm+SyqCoFNiMzYH+w2XJnHKxVibFsj6IqYfaY5Kfw0YH60qu2B4h/aWFQ1JdmfbLIf5hx9ePmhS5Kem6Lrm6NVFd3S3XF0XQOhyUFN3SghA5mRdN370ZuxA7dJI526IZYPsbE8LrjN5ozBBSMOkxcSVEU1Yyjqc1nCdhu7vDrgEeCTD6TFZa2rjZWOghaMplib9qe4nxPE/FXYhjhwHguc0UYABa23fZEQWDYFNTVM1XVzvmkezIC86201PoF6JNmcHlD97QQuc8kuc0ZST4ixUvYv0jY54/lBPwTjKed3uxO89Pig81DR02HUwpqOMRRDqgk+dykXt+h1B97dt8T+yVFeO57UqEIESoQgVcoQgQpb2QhB5o5pHVO7LvZ7FOUVHBNDnka4u7nuHwKEIHnUdM231LHfjGb4rrIyP7NjWfhFkIRHERJ4pxxQhFRlZUzBjwHkDwQhCD//2Q==",
334,9,DIV,67,DIV.lcJF1d.Q6Xouf.G6SP0b.eeoFaf,,120.0,680.0,//*[@id='main']/div[11]/div/div[2]/a/div/div[2],-317.0,,,,,S9HcI oz9fhd,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,9,DIV,67,DIV.lcJF1d.Q6Xouf.G6SP0b.eeoFaf,,120.0,680.0,//*[@id='main']/div[11]/div/div[2]/a/div/div[3],-317.0,,,,,S9HcI UhWgBb,,,,,,,,,,,,,,,,background-size:36px,,,,,,,,,,,
336,7,DIV,88,DIV.kCrYT,"Apr 13, 2020 · Showing you how to easily and quickly replace and install a rear windshield wiper blade on ...Duration: 0:57Posted: Apr 13, 2020",620.0,180.0,//*[@id='main']/div[11]/div/div[2]/div[1],-317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,8,DIV,88,DIV,"Apr 13, 2020 · Showing you how to easily and quickly replace and install a rear windshield wiper blade on ...Duration: 0:57Posted: Apr 13, 2020",620.0,180.0,//*[@id='main']/div[11]/div/div[2]/div[1]/div,-317.0,,,,,BNeawe s3v9rd AP7Wnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,9,DIV,88,DIV.BNeawe.s3v9rd.AP7Wnd,"Apr 13, 2020 · Showing you how to easily and quickly replace and install a rear windshield wiper blade on ...Duration: 0:57Posted: Apr 13, 2020",620.0,180.0,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div,-317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,10,DIV,88,DIV,"Apr 13, 2020 · Showing you how to easily and quickly replace and install a rear windshield wiper blade on ...Duration: 0:57Posted: Apr 13, 2020",620.0,180.0,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div/div,-317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,11,DIV,88,DIV,"Apr 13, 2020 · Showing you how to easily and quickly replace and install a rear windshield wiper blade on ...Duration: 0:57Posted: Apr 13, 2020",620.0,180.0,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div/div/div,-317.0,,,,,BNeawe s3v9rd AP7Wnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,12,SPAN,16,DIV.BNeawe.s3v9rd.AP7Wnd,"Apr 13, 2020",80.171875,180.0,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div/div/div/span[1],-314.0,,,,,xUrNXd UMOHqf,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,12,SPAN,16,DIV.BNeawe.s3v9rd.AP7Wnd,·,11.671875,260.171875,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div/div/div/span[2],-314.0,,,,,xUrNXd UMOHqf,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,12,BR,16,DIV.BNeawe.s3v9rd.AP7Wnd,,0.0,384.671875,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div/div/div/br[1],-292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,12,SPAN,16,DIV.BNeawe.s3v9rd.AP7Wnd,0:57,27.25,240.703125,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div/div/div/span[3],-270.0,,,,,xUrNXd UMOHqf,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,12,BR,16,DIV.BNeawe.s3v9rd.AP7Wnd,,0.0,267.953125,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div/div/div/br[2],-270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,12,SPAN,16,DIV.BNeawe.s3v9rd.AP7Wnd,"Apr 13, 2020",80.171875,230.59375,//*[@id='main']/div[11]/div/div[2]/div[1]/div/div/div/div/span[4],-248.0,,,,,xUrNXd UMOHqf,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,7,DIV,0,DIV.kCrYT,,620.0,180.0,//*[@id='main']/div[11]/div/div[2]/div[2],-229.0,,,,,rl7ilb,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,4,DIV,162,DIV#main,"Why Don't All Cars Have a Rear Windshield Wiper? - The Family ...www.familyhandyman.com › AutomotiveIn poor weather conditions a rear windshield wiper provides clear vision through your rear view mirror's line of sight.Duration: 1:32Posted: Oct 18, 2019",652.0,164.0,//*[@id='main']/div[12],-211.0,,,,,,,,,,,,,,,,,,,,,,,"[x:164,y:1521,w:652,h:162]",,,,,,,,,
349,5,DIV,162,DIV,"Why Don't All Cars Have a Rear Windshield Wiper? - The Family ...www.familyhandyman.com › AutomotiveIn poor weather conditions a rear windshield wiper provides clear vision through your rear view mirror's line of sight.Duration: 1:32Posted: Oct 18, 2019",652.0,164.0,//*[@id='main']/div[12]/div,-211.0,,,,,ZINbbc luh4tb xpd O9g5cc uUPGi,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,6,DIV,72,DIV.ZINbbc.luh4tb.xpd.O9g5cc.uUPGi,Why Don't All Cars Have a Rear Windshield Wiper? - The Family ...www.familyhandyman.com › Automotive,652.0,164.0,//*[@id='main']/div[12]/div/div[1],-211.0,,,,,egMi0 kCrYT,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,7,A,48,DIV.egMi0.kCrYT,Why Don't All Cars Have a Rear Windshield Wiper? - The Family ...www.familyhandyman.com › Automotive,620.0,180.0,//*[@id='main']/div[12]/div/div[1]/a,-199.0,,,,,,/url?esrc=s&q=&rct=j&sa=U&url=https://www.familyhandyman.com/article/why-dont-all-cars-have-a-rear-windshield-wiper/&ved=2ahUKEwiA_caBzP73AhXNWM0KHVtuAxgQtwJ6BAgAEAI&usg=AOvVaw02iCtGyi78Aiaoz6iaaPnz,,,,,,,,,,,,,,,,,,,,,,,,,,
352,8,H3,26,A,Why Don't All Cars Have a Rear Windshield Wiper? - The Family ...,620.0,180.0,//*[@id='main']/div[12]/div/div[1]/a/h3,-199.0,,,,,zBAuLc l97dzf,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,9,DIV,26,H3.zBAuLc.l97dzf,Why Don't All Cars Have a Rear Windshield Wiper? - The Family ...,620.0,180.0,//*[@id='main']/div[12]/div/div[1]/a/h3/div,-199.0,,,,,BNeawe vvjwJb AP7Wnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,8,DIV,22,A,www.familyhandyman.com › Automotive,620.0,180.0,//*[@id='main']/div[12]/div/div[1]/a/div,-173.0,,,,,BNeawe UPmit AP7Wnd,,,,,,,,,,,,,,,,,,,,,,,,,,,
